CJS Offence Code,Offence Title,Legislation,Offence Category Code,Custodial Indicator,Recordable On PNC Indicator,DVLA Code,Offence Start Date,Blocked for use,XHB Indicator,Offence Class
HM12025,Treat a patient with advanced therapy medicinal products in breach of regulation 254(1),"Contrary to regulations 254(1), 255(1)(f) and 255(5) of the Human Medicines Regulations 2012.",CE,Y,Y,,12-Mar-15,N,N,3
HM12026,Sell / supply / possess for purpose of sale / supply regulated medicinal product in container not compliant with reg 273,"Contrary to regulations 273(1), 276(1)(a) and (2) of the Human Medicines Regulations 2012.",CE,Y,Y,,12-Mar-15,N,N,3
HM12027,Sell / supply / possess for sale / supply a medicinal product containing aspirin / paracetamol which was prohibited,Contrary to regulations 276(1)(b) and (2) of the Human Medicines Regulations 2012.,CE,Y,Y,,12-Mar-15,N,N,3
HM12029,Publish an advert for a medicinal product which did not comply with the summary of the product characteristics,Contrary to regulations 280(1) and 303(1) and (3) of the Human Medicines Regulations 2012.,CE,Y,Y,,12-Mar-15,N,N,3
HM12030,Publish an advert for a medicinal product which did not present it objectively / exaggerated its properties,Contrary to regulations 280(2) and 303(1) and (3) of the Human Medicines Regulations 2012.,CE,Y,Y,,13-Mar-15,N,N,3
HM12031,Publish a misleading advertisement for a medicinal product,Contrary to regulations 280(3) and 303(1) and (3) of the Human Medicines Regulations 2012.,CE,Y,Y,,13-Mar-15,N,N,3
HM12032,Publish an advertisement likely to lead to the use of a prescription only medicine,Contrary to regulations 284(1) and 303(1) and (3) of the Human Medicines Regulations 2012.,CE,Y,Y,,13-Mar-15,N,N,3
HM12033,Intentionally obstruct an inspector performing a function under regulation 325,Contrary to regulation 334(3)(a) and (4) of the Human Medicines Regulations 2012.,CS,N,N,,14-Aug-12,N,N,S
HM12034,Intentionally fail to comply with an inspection / sampling / seizure requirement by an inspector,Contrary to regulation 334(3)(b) and (4) of the Human Medicines Regulations 2012.,CS,N,N,,14-Aug-12,N,N,S
HM12035,Fail to give an inspector assistance / information reasonably required to perform a function under the regulations,Contrary to regulation 334(3)(c) and (4) of the Human Medicines Regulations 2012.,CS,N,N,,14-Aug-12,N,N,S
HM12037,Possess unauthorised medicinal product intended to be sold / supplied to another within the UK / EEA,Contrary to regulations 46(3) and 47 of the Human Medicines Regulations 2012.,CE,Y,Y,,13-Mar-15,N,N,3
HM12037C,Conspire to possess unauthorised medicinal product intended to be sold / supplied to another within the UK / EEA,Contrary to section 1(1) of the Criminal Law Act 1977.,CI,Y,Y,,15-Aug-12,N,N,3
HM12038,Manufacture / assemble / procure sale / supply / manufacture / assembly of medicinal product for unauthorised sale,Contrary to regulations 46(4) and 47 of the Human Medicines Regulations 2012.,CE,Y,Y,,12-Mar-15,N,N,3
HM12038C,Conspire to manufacture / assemble / procure sale / supply / manufacture of medicinal product for unauthorised sale,Contrary to section 1(1) of the Criminal Law Act 1977.,CI,Y,Y,,14-Aug-12,N,N,3
HM12040,Give false assurance to person who treats a patient with advanced therapy medicinal product re system of traceability,"Contrary to regulations 254(4), 255(1)(f) and 255(5) of the Human Medicine Regulations 2012.",CE,Y,Y,,12-Mar-15,N,N,3
HM12041,Possess medicinal product to which reg 214(1) applies with intent to supply not in accordance with prescription,Contrary to regulations 255(4) and (5) of the Human Medicines Regulations 2012.,CE,Y,Y,,12-Mar-15,N,N,3
HM12042,Publish an advert for a medicinal product where temporary authorisation by licensing authority in force,Contrary to regulations 280(4) and 303(1) and (3) of the Human Medicines Regulations 2012.,CE,Y,Y,,06-Nov-20,N,N,3
HM12043,Publish an advertisement for a medicinal product without an authorisation / certificate,Contrary to Regulations 279 and 303(1) and (3) of the Human Medicines Regulations 2012.,CE,Y,Y,,07-Nov-20,N,N,3
HM12044,Treat a patient with an advanced therapy medicinal product in breach of regulation 254(2),"Contrary to regulations 254(2), 255(1)(f) and 255(5) of the Human Medicine Regulations 2012.",CE,Y,Y,,01-Jan-21,N,N,3
HM12045,Without a licence manufacture / assemble / import medicinal product from country other than approved country,"Contrary to regulations 17(1)(a), 34(1) and 35(1) of the Human Medicines Regulations 2012.",CE,Y,Y,,01-Jan-21,N,N,3
HM12045C,Conspire to manufacture / assemble / import medicinal product without licence from country other than approved country,Contrary to section 1(1) of the Criminal Law Act 1977.,CI,Y,Y,,01-Jan-21,N,N,3
HM12046,Without a licence possess medicinal product for purpose of manufacture etc from country not approved,"Contrary to regulations 17(1)(b), 34(1) and 35(1) of the Human Medicines Regulations 2012.",CE,Y,Y,,01-Jan-21,N,N,3
HM12046C,Conspire to possess medicinal product without licence for purpose of manufacture etc from country not approved,Contrary to section 1(1) of the Criminal Law Act 1977.,CI,Y,Y,,01-Jan-21,N,N,3
HM12047,Holder of advanced therapy medicinal product manufacturer licence fail to keep data in accordance with regulations,Contrary to regulations 33(1)(a) and 35(1) of the Human Medicines Regulations 2012.,CE,Y,Y,,01-Jan-21,N,N,3
HM12048,Holder of advanced therapy medicinal product manufacturer licence fail to transfer data in event of bankruptcy,Contrary to regulations 33(1)(b) and 35(1) of the Human Medicines Regulations 2012.,CE,Y,Y,,01-Jan-21,N,N,3
HM12049,Sell / supply / offer to sell / supply medicinal product not in accordance with authorisation / registration,Contrary to regulation 46(2) and 47 of the Human Medicines Regulations 2012.,CE,Y,Y,,01-Jan-21,N,N,3
HM12049C,Conspire to sell / supply / offer to sell / supply medicinal product not in accordance with authorisation / registration,Contrary to section 1(1) of the Criminal Law Act 1977.,CI,Y,Y,,01-Jan-21,N,N,3
HM12050,Without a licence import a medicinal product for the purpose of distribution,"Contrary to regulations 18(1)(c), 34(1) and 35(1) of the Human Medicines Regulations 2012.",CE,Y,Y,,01-Jan-21,N,N,3
HM12050C,Conspire to import a medicinal product without a licence for the purpose of distribution,Contrary to section 1(1) of the Criminal Law Act 1977.,CE,Y,Y,,01-Jan-21,N,N,3
HM12051,Sell / supply / possess for sale / supply a medicinal product packaged in breach of Pt 13 Human Medicines Regs 2012,Contrary to regulations 269(2) and 271 of the Human Medicines Regulations 2012.,CE,Y,Y,,15-Aug-12,N,N,3
HM73001,Describe unhallmarked article as being made wholly / partly of gold / silver / platinum / palladium,Contrary to section 1(1)(a) of and Schedule 3 to the Hallmarking Act 1973.,CE,Y,Y,,12-Mar-15,N,N,3
HM73002,Supply an unhallmarked article that is wholly / partly of gold / silver / platinum / palladium,Contrary to section 1(1)(b) of and Schedule 3 to the Hallmarking Act 1973.,CE,Y,Y,,12-Mar-15,N,N,3
HM73003,Offer to supply an unhallmarked article that is wholly / partly of gold / silver / platinum / palladium,Contrary to section 1(1)(b) of and Schedule 3 to the Hallmarking Act 1973.,CE,Y,Y,,12-Mar-15,N,N,3
GL99010,Obstruct a person acting a Sch 24 para 24(1) or (2) power to enter premises re workplace parking levies,,CE,N,N,,01-Feb-01,N,N,3
GM00001,Fail to give name / address on request of Greater Manchester Metrolink authorised person,"Contrary to byelaw 2(3) and 2(2) of the Greater Manchester Metrolink System Byelaws, section 30 of the Greater Manchester (Light Rapid Transit System) Act 1988 and section 10 of the Greater Manchester (Light Rapid Transit System)(No.2) Act 1988.",CS,N,N,,02-Jan-90,N,N,S
GM00002,Enter a Greater Manchester Metrolink vehicle / station in contravention of prohibition notice,"Contrary to byelaw 2(4) and 2(2) of the Greater Manchester Metrolink System Byelaws, section 30 of the Greater Manchester (Light Rapid Transit System) Act 1988 and section 10 of the Greater Manchester (Light Rapid Transit System)(No.2) Act 1988.",CS,N,N,,02-Jan-90,N,N,S
GM00003,Enter a Greater Manchester Metrolink vehicle / station without a valid ticket,"Contrary to byelaw 4(1) and 2(2) of the Greater Manchester Metrolink System Byelaws, section 30 of the Greater Manchester (Light Rapid Transit System) Act 1988 and section 10 of the Greater Manchester (Light Rapid Transit System)(No.2) Act 1988.",CS,N,N,,03-Jan-90,N,N,S
GM00004,Remain upon a Greater Manchester Metrolink vehicle after the point of travel at which ticket ceases to be valid,"Contrary to byelaw 4(2) and 2(2) of the Greater Manchester Metrolink System Byelaws, section 30 of the Greater Manchester (Light Rapid Transit System) Act 1988 and section 10 of the Greater Manchester (Light Rapid Transit System)(No.2) Act 1988.",CS,N,N,,01-Jan-90,N,N,S
GM00005,Alter / deface / mutilate / destroy a Greater Manchester Metrolink ticket,"Contrary to byelaw 4(3) and 2(2) of the Greater Manchester Metrolink System Byelaws, section 30 of the Greater Manchester (Light Rapid Transit System) Act 1988 and section 10 of the Greater Manchester (Light Rapid Transit System)(No.2) Act 1988.",CS,N,N,,03-Jan-90,N,N,S
GM00006,Use / attempt to use a Greater Manchester Metrolink ticket altered / defaced / mutilated in a material respect,"Contrary to byelaw 4(3) and 2(2) of the Greater Manchester Metrolink System Byelaws, section 30 of the Greater Manchester (Light Rapid Transit System) Act 1988 and section 10 of the Greater Manchester (Light Rapid Transit System)(No.2) Act 1988.",CS,N,N,,03-Jan-90,N,N,S
GM00007,Fail to deliver up a Greater Manchester Metrolink ticket for inspection,"Contrary to byelaw 4(4) and 2(2) of the Greater Manchester Metrolink System Byelaws, section 30 of the Greater Manchester (Light Rapid Transit System) Act 1988 and section 10 of the Greater Manchester (Light Rapid Transit System)(No.2) Act 1988.",CS,N,N,,02-Jan-90,N,N,S
GM00008,Unauthorised sale / attempt sale of a Greater Manchester Metrolink ticket,"Contrary to byelaw 4(5) and 2(2) of the Greater Manchester Metrolink System Byelaws, section 30 of the Greater Manchester (Light Rapid Transit System) Act 1988 and section 10 of the Greater Manchester (Light Rapid Transit System)(No.2) Act 1988.",CS,N,N,,04-Jan-90,N,N,S
GM00009,Unauthorised purchase / attempt purchase of a Greater Manchester Metrolink ticket,"Contrary to byelaw 4(5) and 2(2) of the Greater Manchester Metrolink System Byelaws, section 30 of the Greater Manchester (Light Rapid Transit System) Act 1988 and section 10 of the Greater Manchester (Light Rapid Transit System)(No.2) Act 1988.",CS,N,N,,04-Jan-90,N,N,S
GM00010,Unauthorised transfer / attempt transfer of a Greater Manchester Metrolink ticket,"Contrary to byelaw 4(5) and 2(2) of the Greater Manchester Metrolink System Byelaws, section 30 of the Greater Manchester (Light Rapid Transit System) Act 1988 and section 10 of the Greater Manchester (Light Rapid Transit System)(No.2) Act 1988.",CS,N,N,,03-Jan-90,N,N,S
GM00011,Unauthorised receiving / attempt receiving of a Greater Manchester Metrolink partly used ticket,"Contrary to byelaw 4(5) and 2(2) of the Greater Manchester Metrolink System Byelaws, section 30 of the Greater Manchester (Light Rapid Transit System) Act 1988 and section 10 of the Greater Manchester (Light Rapid Transit System)(No.2) Act 1988.",CS,N,N,,02-Jan-90,N,N,S
GM00012,Use / attempt to use a Greater Manchester Metrolink used / partly used ticket obtained without authority,"Contrary to byelaw 4(5) and 2(2) of the Greater Manchester Metrolink System Byelaws, section 30 of the Greater Manchester (Light Rapid Transit System) Act 1988 and section 10 of the Greater Manchester (Light Rapid Transit System)(No.2) Act 1988.",CS,N,N,,02-Jan-90,N,N,S
GM00013,Use / attempt to use concessionary travel on the Greater Manchester Metrolink when not entitled to do so,"Contrary to byelaw 4(6)(a) and 2(2) of the Greater Manchester Metrolink System Byelaws, section 30 of the Greater Manchester (Light Rapid Transit System) Act 1988 and section 10 of the Greater Manchester (Light Rapid Transit System)(No.2) Act 1988.",CS,N,N,,02-Jan-90,N,N,S
GM00014,Entitled to Greater Manchester Metrolink concessionary travel obtain / attempt obtain such concession for another,"Contrary to byelaw 4(6)(b) and 2(2) of the Greater Manchester Metrolink System Byelaws, section 30 of the Greater Manchester (Light Rapid Transit System) Act 1988 and section 10 of the Greater Manchester (Light Rapid Transit System)(No.2) Act 1988.",CS,N,N,,02-Jan-90,N,N,S
GM00015,Use a Greater Manchester Metrolink reduced fare ticket outside of the applicable time constraints,"Contrary to byelaw 4(7) and 2(2) of the Greater Manchester Metrolink System Byelaws, section 30 of the Greater Manchester (Light Rapid Transit System) Act 1988 and section 10 of the Greater Manchester (Light Rapid Transit System)(No.2) Act 1988.",CS,N,N,,02-Jan-90,N,N,S
GM00016,Enter / remain on a Greater Manchester Metrolink system for the purpose of an unauthorised recreational activity,"Contrary to byelaw 4(8) and 2(2) of the Greater Manchester Metrolink System Byelaws, section 30 of the Greater Manchester (Light Rapid Transit System) Act 1988 and section 10 of the Greater Manchester (Light Rapid Transit System)(No.2) Act 1988.",CS,N,N,,01-Jan-90,N,N,S
GM00017,Obstruct a Greater Manchester Metrolink vehicle without authority,"Contrary to byelaw 5(1)(a) and 2(2) of the Greater Manchester Metrolink System Byelaws, section 30 of the Greater Manchester (Light Rapid Transit System) Act 1988 and section 10 of the Greater Manchester (Light Rapid Transit System)(No.2) Act 1988.",CS,N,N,,02-Jan-90,N,N,S
GM00018,Construct / leave machinery / vehicle / material etc on / near Greater Manchester Metrolink vehicle / system,"Contrary to byelaw 5(1)(b) and 2(2) of the Greater Manchester Metrolink System Byelaws, section 30 of the Greater Manchester (Light Rapid Transit System) Act 1988 and section 10 of the Greater Manchester (Light Rapid Transit System)(No.2) Act 1988.",CS,N,N,,03-Jan-90,N,N,S
GM00019,Move / leave an animal on / in proximity to a Greater Manchester Metrolink vehicle / system without authority,"Contrary to byelaw 5(1)(b) and 2(2) of the Greater Manchester Metrolink System Byelaws, section 30 of the Greater Manchester (Light Rapid Transit System) Act 1988 and section 10 of the Greater Manchester (Light Rapid Transit System)(No.2) Act 1988.",CS,N,N,,02-Jan-90,N,N,S
GM00020,Throw / drop / leave item / substance on part of Greater Manchester Metrolink system with intent to obstruct / endanger,"Contrary to byelaw 5(1) and 2(2) of the Greater Manchester Metrolink System Byelaws, section 30 of the Greater Manchester (Light Rapid Transit System) Act 1988 and section 10 of the Greater Manchester (Light Rapid Transit System)(No.2) Act 1988.",CS,N,N,,02-Jan-90,N,N,S
GM00021,Intentionally / recklessly do / permit act whereby safety / security of Greater Manchester Metrolink system endangered,"Contrary to byelaw 5(2) and 2(2) of the Greater Manchester Metrolink System Byelaws, section 30 of the Greater Manchester (Light Rapid Transit System) Act 1988 and section 10 of the Greater Manchester (Light Rapid Transit System)(No.2) Act 1988.",CS,N,N,,02-Jan-90,N,N,S
GM00022,Without lawful authority take onto the Greater Manchester Metrolink system a loaded shotgun / air weapon / firearm,"Contrary to byelaw 5(3)(i) and 2(2) of the Greater Manchester Metrolink System Byelaws, section 30 of the Greater Manchester (Light Rapid Transit System) Act 1988 and section 10 of the Greater Manchester (Light Rapid Transit System)(No.2) Act 1988.",CS,N,N,,03-Jan-90,N,N,S
GM00023,Take / permit to remain on Greater Manchester Metrolink system dangerous / harmful explosive/inflammable gas etc,"Contrary to byelaw 5(3) and 2(2) of the Greater Manchester Metrolink System Byelaws, section 30 of the Greater Manchester (Light Rapid Transit System) Act 1988 and section 10 of the Greater Manchester (Light Rapid Transit System)(No.2) Act 1988",CS,N,N,,05-Jan-90,N,N,S
GM00024,Smoke / carry lit smokeables on a Greater Manchester Metrolink vehicle / system,"Contrary to byelaw 6(1) and 2(2) of the Greater Manchester Metrolink System Byelaws, section 30 of the Greater Manchester (Light Rapid Transit System) Act 1988 and section 10 of the Greater Manchester (Light Rapid Transit System)(No.2) Act 1988.",CS,N,N,,01-Jan-90,N,N,S
